iso3	name	iso2	region	sub-region	intermediate-region	time	totalPopulation	fertilityRate	lifeExpectancy	childMortality	youthFemaleLiteracy	youthMaleLiteracy	adultLiteracy	GDP_PC	accessElectricity	agriculturalLand	agricultureTractors	cerealProduction	fertilizerHa	co2	greenhouseGases	co2_PC	pm2.5_35	battleDeaths
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2002	14858948	2	65.95	37.3				5606.853	99.81	2134689		15926090	0.8361	133735.49	285884.292	9.00033		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2003	14909019	2.03	65.74	35.1				6107.70885	99.92	2130014		14738300	1.19039	142209.927	256799.005	9.53852		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2004	15012984	2.21	66.06	33.1				6647.69257	99.96	2126705		12337671	1.47829	173053.064	285197.38	11.52689		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2005	15147029	2.22	65.86	31				7227.98295	100	2122860		13750260	1.42846	177328.786	291641.047	11.70717	0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2006	15308085	2.36	66.15	28.9				7917.19483	99.76655	2118765		16472690	1.44674	192631.177	324812.472	12.58362		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2007	15484192	2.47	66.34	26.8				8523.7662	100	2114356		20082040	2.05648	222348.545	315840.136	14.35971		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2008	15776938	2.68	67.11	24.7				8641.67003	100	2108514		15530034	1.08346	232806.829	330512.052	14.75615		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2009	16092822	2.55	68.39	22.5	99.86511	99.80391	99.73241	8573.70829	100	2107833		20763550	1.97077	213338.726	287801.12603	13.25676		
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2010	16321872	2.59	68.45	20.4	99.85091	99.94014	99.78163	9070.48825	100	2171618		12115916	2.04603	248549.26	347356.0816	15.22799	0.00131	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2011	16557202	2.59	68.69	18.3				9603.24408	99.79747	2169885		26825598	2.99555	259058.882	350475.73488	15.6463	0.00129	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2012	16792090	2.62	69.52	16.3				9923.42162	100	2170121		12788631	4.42025	242971.753	366502.1973	14.46942	0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2013	17035551	2.64	70.62	14.6				10368.49869	100	2169941		18157040	2.88858	262846.893		15.42932	0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2014	17288285	2.73	71.44	13				10646.03446	100	2167994		17110959	3.9527	248395.246		14.36784	0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2015	17542806	2.74	71.97	11.8				10617.47466	100	2162597		18585932	4.29545	242091.673		13.80005	0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2016	17794055	2.77	72.41	11				10582.70087	100	2162421		20410625	7.30378	247207.138		13.89268	0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2017	18037776	2.75	72.95	10.5				10867.73874	100	2162138		20129018	8.28807				0	
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2018	18276452	2.84	73.15	10.3	99.85091	99.94014	99.78163	11165.57307	100	2160365		20196034	8.26263					
KAZ	Kazakhstan	KZ	Asia	Central Asia	""	2019	18513673	2.9	73.18	10.5				11518.51812	100									
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1960	8120080	7.946	46.76	198.1				537.46101						2427.554		0.29896		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1961	8377696	7.998	47.417	190				480.43325		252000	6422	1376218	3.17143	2401.885		0.2867		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1962	8647011	8.042	48.058	182.8				509.49111		252050	6418	1520717	3.45714	2625.572		0.30364		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1963	8928511	8.078	48.674	176.7				536.74253		252100	6111	1711045	4.57771	2856.593		0.31994		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1964	9222692	8.103	49.261	171.5				545.41823		252150	5783	1718408	5.50429	2827.257		0.30655		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1965	9530173	8.119	49.821	167.4				538.4253		252200	5729	1794258	6.864	2467.891		0.25896		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1966	9851444	8.126	50.364	163.9				597.58257		252250	6145	1617546	8.76343	2684.244		0.27247		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1967	10187478	8.125	50.902	160.7				597.2949		252300	6617	2005760	9.51429	2702.579		0.26528		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1968	10539894	8.117	51.446	157.4				623.40946		252350	4904	2330767	9.37143	2819.923		0.26755		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1969	10910675	8.103	51.998	154.1				650.15629		252400	5998	2324274	12.08571	3131.618		0.28702		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1970	11301394	8.081	52.557	150.8				598.45743		252450	7247	2089966	14.14286	3083.947	21917.286	0.27288		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1971	11713048	8.051	53.118	147.3				705.46222		252500	5891	2007843	13.48571	3685.335	22376.806	0.31464		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1972	12146068	8.012	53.674	143.7				796.52553		252550	6028	2214950	15.19686	3872.352	23210.036	0.31882		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1973	12600797	7.963	54.218	139.9				813.05389		252600	5721	2445860	14.56057	3920.023	23833.311	0.31109		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1974	13077341	7.905	54.749	135.9				815.27695		252650	6195	2541882	15.08571	4950.45	24133.127	0.37855		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1975	13575907	7.84	55.273	131.7				792.26472		255720	6013	2627749	11.70895	4976.119	24663.136	0.36654		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1976	14096263	7.769	55.802	127.3				779.45384		255780	5982	3236349	14.18316	4609.419	25292.084	0.327		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1977	14638890	7.695	56.337	123				821.518		255800	6186	3177352	13.55842	5056.793	26147.382	0.34544		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1978	15205374	7.618	56.872	118.7				845.58366		255800	6449	2778901	13.42158	5324.484	27781.04	0.35017		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1979	15797776	7.538	57.393	114.5				875.85348		255800	6374	2377734	10.07895	5038.458	29484.455	0.31893		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1980	16417197	7.455	57.881	110.6				889.93712		255800	6546	2231089	16.21053	6197.23	28468.693	0.37748		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1981	17063876	7.365	58.316	107.1				888.52017		255800	6399	2229399	21.78947	6527.26	28404.277	0.38252		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1982	17736326	7.268	58.676	103.8				867.71095		255800	6650	2946815	16.5	4693.76	29812.384	0.26464		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1983	18431761	7.16	58.94	101.1				845.9022		255800	8568	2713320	19.76316	4660.757	31668.235	0.25287		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1984	19146400	7.042	59.093	98.8				828.62215		255050	8800	1739552	21.94819	4319.726	33170.182	0.22562		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1985	19877083	6.911	59.12	97.2				832.48739		263540	9000	2915624	22.43113	3769.676	33349.257	0.18965		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1986	20622560	6.763	59.01	96.3				859.98641		263730	9200	3385292	21.42391	4162.045	34675.608	0.20182		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1987	21382112	6.599	58.773	96.3				878.68188		264350	9400	2896914	23.70849	5174.137	34921.399	0.24198		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1988	22153676	6.425	58.422	97.2				900.68724		266620	9600	3300425	24.80541	4789.102	36807.31	0.21618		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1989	22935092	6.244	57.967	99				910.80618		270530	9800	3160756	20.12137	5192.472	38381.069	0.2264		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1990	23724579	6.066	57.406	101.5				917.40801		267700	10000	2788475	21.38277	5823.196	38943.126	0.24545	16.59753	
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1991	24521703	5.901	56.736	104.3				900.35251		268770	10200	2923992	22.11105	4840.44	38141.052	0.19739		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1992	25326078	5.755	55.973	107.2				864.787		270720	10500	2997899	19.25548	5540.837	39012.029	0.21878		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1993	26136216	5.633	55.151	109.4				840.94113	10.9	268400	10800	2539301	19.76285	6347.577	39846.354	0.24287		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1994	26950513	5.535	54.31	110.8				837.00371	2.29841	272320	11000	3624079	23.80778	6556.596	41268.314	0.24328		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1995	27768296	5.459	53.486	111				848.14781	4.47195	272180	11200	3229877	14.41707	7554.02	41798.476	0.27204	15.30668	
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1996	28589451	5.4	52.709	110.1				857.94818	6.64787	264510	11400	2669157	34.42518	9328.848	41134.09	0.3263		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1997	29415659	5.348	52.014	108.2				837.81066	8.82679	265940	11600	2700368	27.91857	8265.418	41235.589	0.28099		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1998	30250488	5.296	51.448	105.5				841.49444	14.5	264580	11800	2927285	27.16973	10036.579	66595.01	0.33178		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	1999	31098757	5.239	51.059	102.3				837.41188	13.18925	268760	12000	2802247	29.06201	10172.258	46998.103	0.3271		18
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2000	31964557	5.178	50.921	98.5	91.94255	93.30952	82.22908	819.61543	15.14182	266710	12200	2591351	29.79043	10417.947	46237.25	0.32592	15.08707	
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2001	32848564	5.112	51.101	94.2				827.70523	17.06764	268390	12568	3369648	29.24922	9369.185	44415.733	0.28522		10
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2002	33751739	5.045	51.606	89.9				809.96163	18.98517	268180	12844	3045518	27.3131	7968.391	43784.866	0.23609		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2003	34678779	4.979	52.41	85.5				811.42656	16	268740		3351497	33.09677	6754.614	46308.659	0.19478		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2004	35635271	4.913	53.475	81.1				829.95287	22.79066	269920		3199022	27.68087	7623.693	46544.163	0.21394		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2005	36624895	4.843	54.732	76.5				855.22504	24.67643	270020		3585080	34.32656	8562.445	48661.628	0.23379	9.75075	
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2006	37649033	4.767	56.093	72.3				885.80963	26.55305	270540		3936250	33.1548	9574.537	50017.915	0.25431		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2007	38705932	4.682	57.463	68.3	81.63257	83.20542	72.15703	920.64922	28.42663	270700		3613834	36.39528	9831.227	53054.236	0.254		1
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2008	39791981	4.587	58.76	63.9				897.60193	30.3034	270850		2866111	33.28755	10241.931	53277.032	0.25739		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2009	40901792	4.482	59.932	60.3				902.12455	23	272850		2898884	31.85709	12354.123	52547.68004	0.30204		
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2010	42030676	4.369	60.959	57.9				951.68796	19.2	273200		4347437	30.34709	12174.44	52675.10235	0.28966	15.09298	
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2011	43178257	4.248	61.851	56				982.98084	36.01516	276300		4058581	43.58207	13457.89	53513.99238	0.31168	19.91406	2
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2012	44343410	4.123	62.659	54.6				1000.82922	37.96532	277300		4711585	34.39271	12541.14	54302.09561	0.28282	24.29575	29
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2013	45519889	3.999	63.419	52.8				1032.27733	39.93959	276300		4536942	38.7662	13333.212		0.29291	21.24198	29
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2014	46699981	3.879	64.135	51.3	86.13652	86.93869	78.73304	1060.09502	36	276300		4227172	42.84539	14436.979		0.30914	21.52263	42
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2015	47878336	3.765	64.798	49.6				1093.13417	41.6	276300		4523102	28.5489	17018.547		0.35545	21.39229	48
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2016	49051686	3.663	65.393	47.8				1129.7132	53.1	276300		3893190	29.02924	17909.628		0.36512	20.95781	49
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2017	50221473	3.572	65.909	46.4				1156.4253	56.09143	276300		4265162	22.63297				20.83242	85
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2018	51393010	3.492	66.342	44.6	88.08	87.59	81.53497	1201.46636	61.43642	276300		4832214	15.68866					69
KEN	Kenya	KE	Africa	Sub-Saharan Africa	Eastern Africa	2019	52573973	3.423	66.699	43.2				1237.4975	69.7									61
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1960	2172300	5.469	56.12807															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1961	2255900	5.516	56.56412															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1962	2333400	5.532	57.00266															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1963	2413700	5.517	57.4432															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1964	2495300	5.475	57.88224															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1965	2573300	5.417	58.31527															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1966	2655300	5.354	58.73829															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1967	2736500	5.295	59.14632															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1968	2818300	5.245	59.53585															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1969	2894800	5.207	59.90388															
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1970	2959900	5.177	60.2449												15173.6805			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1971	3022300	5.147	60.55441												15407.791			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1972	3088200	5.105	60.83541												17150.5211			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1973	3153800	5.047	61.0929												17239.2997			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1974	3223900	4.97	61.3329												17793.07982			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1975	3292400	4.876	61.56485	113.4											17448.25252			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1976	3358700	4.77	61.79724	110.8											17839.2328			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1977	3423900	4.66	62.04007	108.4											17633.9946			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1978	3487100	4.553	62.3009	105.5											18027.01412			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1979	3552000	4.454	62.58576	102.6											17815.13532			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1980	3617400	4.367	62.90378	99.5											18904.72862			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1981	3685800	4.296	63.26363	96											17020.0065			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1982	3759300	4.24	63.65888	92.1											15864.9806			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1983	3838300	4.195	64.07751	88.1											14414.48652			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1984	3916400	4.16	64.50493	83.9											13563.6558			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1985	3990300	4.13	64.91895	79.6											13638.2389			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1986	4066500	4.1	65.29378	75.5				931.69868							14220.5455			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1987	4144600	4.065	65.6112	71.7				944.30834							14655.7436			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1988	4218400	4.02	65.85859	68.6				1050.25614							16896.3839			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1989	4307500	3.875	67.90732	66.3				1057.22522							16108.9077			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1990	4391200	3.63	68.29756	65				1096.21581							33283.18809		28.57448	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1991	4463600	3.58	68.55122	64.7				992.76502							30183.3567			
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1992	4515400	3.52	68.10244	65				845.57492		100880	25000	1596100	24.24242	11133.012	22014.0663	2.46556		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1993	4516700	3.2	67.19268	64.9				714.64897		101200	26000	1537600	20.71006	8536.776	17742.7522	1.89005		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1994	4515100	2.9	66.03902	64.1				571.31297		103730	27176	1059790	21.45594	6167.894	13406.1932	1.36606		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1995	4560400	3.1	65.79024	62.5				534.95873		104390	24802	911080	22.25755	4528.745	10488.6816	0.99306	28.20732	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1996	4628400	2.8	66.5439	60.1				564.44152		106410	19670	1325419	22.84451	5694.851	12527.7409	1.23041		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1997	4696400	2.6	66.89268	57.5				611.42435	99.8	106610	22000	1610388	22.82769	5610.51	11417.8648	1.19464		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1998	4769000	2.7	67.05122	54.7				614.89236	99.70155	106900	25819	1607530	21.38088	5955.208	11119.9075	1.24873		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	1999	4840400	2.6	68.6561	52.2	99.74129	99.65078	98.70161	627.96976	99.73033	107260	25930	1617630	20.51974	4671.758	9840.1165	0.96516		14
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2000	4898400	2.4	68.55854	49.7				654.31199	99.57141	107140	25512	1550090	21.53319	4635.088	9973.9558	0.94625	34.99592	174
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2001	4945100	2.4	68.70732	47.4				682.62404	99.57012	107760		1794556	20.54911	3894.354	8996.7479	0.78752		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2002	4990700	2.4	68.1561	45.1				676.26973	100	107760		1712217	7.05056	4957.784	10365.5904	0.9934		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2003	5043300	2.5	68.2561	43.1				716.26433	99.5415	108400		1633632	24.71057	5438.161	10992.9099	1.07829		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2004	5104700	2.6	68.15366	41.1				757.37418	99.51183	107700		1708898	21.68216	5874.534	11243.6025	1.15081		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2005	5162600	2.5	67.9561	39.3				747.56562	99.44231	107450		1621549	24.6285	5592.175	10852.4673	1.08321	34.13294	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2006	5218400	2.7	67.69512	37.5				762.52012	98.89	107311		1504006	22.19677	5507.834	10680.9086	1.05546		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2007	5268400	2.7	67.89512	35.8				819.8063	99.54	107286		1417557	22.45469	6629.936	11464.2627	1.25843		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2008	5318700	2.8	68.45122	33.8				880.27882	99.51	107272		1440359	18.97382	7660.363	11873.2617	1.44027		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2009	5383300	2.9	69.10244	31.6	99.79959	99.70463	99.24343	894.81796	99.5	106173		1858103	22.06818	6791.284	13218.81078	1.26155		
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2010	5447900	3.1	69.3	29.5				880.03778	99	106119		1510268	22.65946	6384.247	13008.5431	1.17187	35.58741	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2011	5514600	3.1	69.60244	27.7				921.17704	98.32	106085		1504683	19.16843	7656.696	13853.67452	1.38844	36.56411	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2012	5607200	3.2	70.00244	26.1				905.16567	99.8	105913		1357041	24.31615	10131.921	13794.74124	1.80695	32.15161	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2013	5719600	3.1	70.20244	24.7				984.23903	98.93	105567		1728265	27.4302	9842.228		1.72079	31.46443	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2014	5835500	3.2	70.40244	23.5				1003.5104	99.8	105571		1355798	32.00062	10289.602		1.76328	20.3292	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2015	5956900	3.2	70.65122	22.3				1021.16079	98.69	105562		1753400	10.40358	10447.283		1.75381	26.32812	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2016	6079500	3.1	70.95122	21.2				1043.95111	99.71	105411		1763629	12.69338	9787.223		1.60987	12.5161	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2017	6198200	3	71.2	20.1				1072.49369	100	105401		1720954	7.69035				12.61009	
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2018	6322800	3.3	71.4	19.2	99.81	99.69	99.586	1090.86775	100	105413		1783480	21.24612					
KGZ	Kyrgyzstan	KG	Asia	Central Asia	""	2019	6456200	3.3	71.6	18.3				1116.47893	99.88175									
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1960	5722370	6.967	41.242											234.688		0.04101		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1961	5872966	6.964	41.366							35180	600	2557300	1.76075	286.026		0.0487		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1962	6028431	6.955	41.526							35330	700	2190800	0.34386	308.028		0.0511		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1963	6183584	6.937	41.71							35420	813	2805200	0.47368	388.702		0.06286		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1964	6331449	6.909	41.893							35950	924	2963900	0.53448	341.031		0.05386		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1965	6467197	6.868	42.083							36270	850	2639000	0.55172	403.37		0.06237		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1966	6585035	6.813	42.298							36270	1000	2511800	0.56897	469.376		0.07128		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1967	6685960	6.745	42.486							36290	1048	2606900	1.5162	418.038		0.06252		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1968	6779787	6.666	42.55							35770	1158	3405000	1.40351	491.378		0.07248		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1969	6880623	6.574	42.369							34770	1233	2620600	2.03636	1345.789		0.19559		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1970	6996576	6.465	41.566							34190	1233	3951000	1.2863	1173.44	23775.9907	0.16772		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1971	7139647	6.332	39.699							24500	1233	2853700	1.74556	249.356	18829.4337	0.03493		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1972	7302111	6.175	36.676							24500	1233	2006600	1.27778	117.344	16481.2145	0.01607		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1973	7449238	6.004	32.667							24500	1233	1122700	1.11111	128.345	14356.4855	0.01723		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1974	7533336	5.831	28.04							25000	1233	705000	0.75676	73.34	10235.1132	0.00974		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1975	7524447	5.681	23.595	307.8						25000	1233	1145000	0.05405	73.34	11354.8719	0.00975		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1976	7404684	5.585	20.317	284.3						25500	1233	1175000	0.05263	73.34	10882.4368	0.0099		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1977	7196042	5.557	18.907	260.2						25500	1233	1080000		73.34	11996.9144	0.01019		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1978	6957265	5.603	19.725	233.6						26000	1233	1080000		51.338	12491.2788	0.00738		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1979	6770396	5.714	22.744	206.1						26000	1233	608000		29.336	10177.7209	0.00433		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1980	6693764	5.87	27.536	180						26500	1233	1818000	4.05	286.026	14639.7772	0.04273		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1981	6749847	6.042	33.342	157.3						26500	1233	1575000	9.5	300.694	13478.0248	0.04455		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1982	6919801	6.193	39.157	139.9						26800	1233	2000000	5.36946	337.364	15560.9342	0.04875		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1983	7169997	6.296	44.173	129						26900	1233	2082000	2.35294	366.7	19973.897	0.05114		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1984	7447853	6.338	48.025	122.9						26910	1233	1308000	0.83333	410.704	13206.6839	0.05514		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1985	7714880	6.313	50.563	119.6						29900	1233	1854000		418.038	15202.395	0.05419		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1986	7960949	6.226	51.916	117.6						32900	1200	2144000		432.706	16324.804	0.05435		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1987	8198082	6.097	52.587	116.6						37000	1200	1853000	0.2	436.373	17290.761	0.05323		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1988	8435912	5.944	52.999	116.1						41500	1200	2541000	0.02899	451.041	18352.638	0.05347		
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1989	8691334	5.777	53.302	116						44350	1200	2726000	0.08141	451.041	17245.8924	0.0519		814
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1990	8975597	5.601	53.595	115.9						44550	1200	2588000	1.10961	1261.448	19521.916	0.14054	7.65149	274
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1991	9289299	5.421	53.916	115.9						45100	1190	2460000	1.54054	1305.452	18192.216	0.14053		220
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1992	9623889	5.237	54.228	116.2						45150	1190	2281000	2.97297	1349.456	20825.936	0.14022		118
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1993	9970733	5.052	54.514	117				509.98746		45310	1190	2428764	3.92896	1386.126	20024.625	0.13902		274
KHM	Cambodia	KH	Asia	South-eastern Asia	""	1994	10317899	4.867	54.82	118				321.28123		45700	1190	2268500	2.86486	1477.801	17755.656	0.14323		464
